customer_id,age,gender,signup_date,last_purchase_date,total_purchases,avg_purchase_value,is_active,churned
e65a9427-765d-47da-9660-68bcad25f574,68,Male,2024-06-14,2024-11-01,7,429.16,1,1
bea594b1-8340-46e4-bd7c-16ffcb215f8d,34,Male,2022-12-17,2024-10-16,4,291.12,0,0
8755b4d9-5179-44eb-85ad-77b2cb4d6d17,25,Male,2024-09-20,2025-04-21,4,325.64,1,0
0bd598b1-ac48-4ee0-a08b-933a21508725,52,Male,2022-12-26,2025-06-10,4,484.18,1,0
fcd11c94-d537-4f61-b46c-72196d6e4482,52,Male,2023-03-12,2024-10-22,9,436.45,0,0
9e6a846a-21d9-4345-b491-b8bbfba9efcf,50,Female,2023-09-30,2024-08-26,1,390.91,1,1
b1d50ee0-dcd1-476e-ba56-b1fb91534b5a,22,Male,2024-05-31,2025-03-06,3,345.9,1,1
0ee948bf-b2e8-4b7d-9085-780cdac9ade3,59,Female,2025-02-08,2025-04-04,4,185.67,1,0
0aadb05c-4eec-46e2-bd4e-6c911ea5c751,56,Female,2024-04-29,2024-12-20,3,278.58,0,0
433deb4b-0127-4de1-bf07-7f920c0d0d40,58,Male,2022-11-02,2024-08-12,3,37.01,0,1
195fc37e-2a67-4fdc-b069-683bcec4e159,45,Female,2025-07-07,2024-09-08,8,213.92,1,1
24c0e366-3b9b-4e06-be27-92f0f1ca92c3,24,Male,2024-10-12,2025-03-07,11,64.83,0,0
0f4a2461-2c3b-4e6d-883a-03334793ff1e,26,Male,2025-03-27,2025-02-06,4,367.03,1,1
47808b4b-ef6a-4e2d-9f00-4c7c96f31a45,25,Male,2025-06-29,2025-04-27,2,447.24,0,0
3c8e2b25-d336-4a79-9315-1a9059b56f80,29,Female,2025-04-25,2024-10-22,3,95.3,0,0
a528b5bf-6ca5-4388-a239-c36d609eb136,51,Male,2023-01-27,2025-07-22,4,130.38,1,1
ea78faa6-54e2-4e84-98a1-d1899eded146,50,Male,2023-08-02,2025-07-30,2,429.92,0,0
d627b562-a1d5-485a-a6f6-19ebd1d2fd07,65,Male,2023-03-11,2025-03-07,7,297.06,1,1
6c7e8195-34a6-416c-a5ac-28c08a7e9799,40,Female,2022-10-28,2025-03-25,2,298.27,1,0
6738eebf-85d7-4f0c-8fde-6ddbe0c71e55,41,Male,2022-11-10,2025-02-22,11,285.81,1,0
0d5f380e-8a83-4ccf-ba82-c71c2c4dba26,54,Female,2023-03-12,2025-07-27,5,116.95,1,1
80412b48-4b7b-4341-8eb2-fc699c5a61ac,52,Female,2022-12-15,2025-04-25,5,129.22,0,1
644b4e81-b9dc-42da-96b2-bd3fe768b178,61,Male,2023-12-09,2025-05-17,4,475.33,0,1
056d1dff-76e2-4fe0-88f0-35b0c8bd8c9d,57,Female,2023-08-29,2024-10-03,4,364.5,1,0
1457f4d8-4c17-4416-9519-1fe2b1f48aef,39,Female,2024-01-04,2024-12-13,4,54.31,1,0
19773276-31c8-45e2-a62d-c2dbcd20b6a5,44,Male,2022-09-02,2025-06-17,3,119.24,1,0
36ef6387-5b48-4d49-b0d5-af8a9fbdee86,52,Male,2025-03-25,2025-04-17,5,317.29,1,0
c32472e9-416a-45bc-9e81-6a125a919273,18,Male,2024-06-30,2025-07-12,9,148.9,0,0
8c365bc4-cd77-461c-8760-8c182fbe9fce,52,Female,2023-09-10,2025-06-26,5,133.35,1,0
d42ba7fd-4262-4b86-822c-0270e8c435b5,54,Male,2022-12-13,2024-09-17,2,109.15,1,1
845400e3-dfac-4cc3-a336-40c58e47452c,64,Female,2024-04-07,2025-07-24,6,101.01,0,1
8a1da03d-e573-4b80-9c4a-21ae7d31cc18,31,Female,2023-05-12,2024-08-03,7,310.53,1,0
a2e54546-1ef2-4ab5-ad11-2747a83325f0,20,Female,2023-01-19,2024-08-28,5,453.87,1,1
687e33c2-7a20-42c5-b031-9dc568b7a927,18,Female,2022-08-26,2024-09-29,7,186.95,1,0
eca81bfb-c8ed-43b7-aa5e-80c83bc202e3,22,Female,2025-03-01,2024-09-10,7,69.54,0,1
fbd7f4dc-6c44-483d-bb3e-dacda5c2807b,43,Male,2024-08-20,2025-04-22,8,70.91,1,1
2a85c437-8a51-4fe9-8b76-a8f366513e1a,31,Male,2023-01-10,2025-04-04,7,467.51,0,1
958d00f7-618e-4b77-8574-aa3e6aeecf06,56,Female,2025-01-07,2025-05-21,3,269.08,1,0
87c98c35-e36a-4353-a8c5-892f9c366cb2,44,Female,2024-01-06,2024-10-28,4,238.48,1,0
ecbcd1d0-cb0b-44bb-9a89-003d7808c807,26,Male,2024-10-06,2024-10-18,4,446.46,1,0
60f5c3f6-95cc-414d-8664-ddd643e0305c,32,Male,2024-07-03,2025-01-04,3,258.49,0,0
5e00732c-1cd3-43d0-a647-95f8cb5d2cf1,32,Female,2023-09-12,2024-09-24,7,245.49,1,0
34a60cef-4afd-41e6-b6c5-72ef0b9d31f6,43,Female,2025-07-12,2025-06-08,7,464.06,1,1
1861bbf6-d2aa-428f-8157-438f3843a2f3,59,Male,2024-08-02,2025-01-01,3,242.48,0,0
2fefbba2-8908-4e32-8f9e-ca249f7ade18,30,Male,2024-04-27,2024-11-22,7,201.57,1,0
015b5421-6ff6-4571-beef-4def252a62d9,68,Female,2022-11-28,2024-11-23,8,295.01,1,0
a1a9aa8e-1a80-488a-b34d-d26d2987b7d5,49,Male,2022-12-19,2024-11-20,3,488.84,1,0
6a90bdf3-831a-45a9-a0e4-907fc6d3d6c2,56,Male,2023-05-08,2025-06-23,4,482.28,1,0
56f7ecc8-2751-404b-9266-3235bc029471,66,Female,2023-06-04,2024-11-17,7,390.04,0,0
0ec1be36-b204-4ae1-b78f-60df3e0f7a0e,69,Female,2023-09-03,2024-08-22,1,254.65,1,1
2de6ab3d-2d3b-4704-982e-8ba0612c661b,49,Female,2023-07-10,2025-03-25,4,441.92,1,1
933072f7-9127-44f5-987d-49ce85d3986f,21,Male,2024-03-29,2024-12-07,2,215.5,0,1
8e6adb4f-46bc-4719-9c4c-c4e44c8bc843,47,Female,2025-02-14,2025-07-31,2,323.67,1,1
e7daef2b-eacb-4684-b2d8-8138fb79f7b7,54,Male,2022-10-06,2025-04-22,5,97.92,1,1
70d57f20-9ed7-4c3f-8c1d-8d7995ee4818,40,Female,2025-07-25,2024-08-18,6,334.03,0,0
ab66018a-1b8c-444d-8724-e1a21055af9c,56,Female,2025-06-07,2025-03-10,5,145.29,1,0
0f27b1bd-8666-40ef-ba6f-8590b8ebdefb,62,Male,2024-09-15,2025-06-08,4,388.16,0,0
e5da53a6-6ed2-4db6-80db-ae59101cb142,32,Male,2022-10-16,2025-03-02,5,212.88,0,0
b3f8e130-51ec-4c62-ae33-f7a594666e3b,60,Female,2023-06-27,2024-10-25,7,205.22,1,0
5804dae7-1de6-49b6-a813-ee1b773be15e,46,Female,2025-06-09,2024-09-12,4,375.82,0,0
966af718-f9d5-4dc9-ade5-b70732841e14,53,Male,2024-04-28,2025-03-22,2,218.41,1,1
ff231d65-a5f7-4087-bb0f-ba1d06ba4805,30,Female,2023-01-26,2024-12-06,9,359.87,1,1
8823c38e-7db3-4ab9-adab-3e0f5526595f,49,Male,2023-12-19,2025-06-10,4,428.98,0,1
26323a2d-a0ee-4398-937a-96f426379ce8,24,Male,2023-08-30,2025-05-15,3,77.07,0,0
af04b7b9-87fd-4e69-a573-91e467e6cd03,68,Female,2024-10-26,2024-11-18,4,244.72,1,1
4b6a9775-c0b0-4f08-b7b8-604d97dc6061,39,Male,2025-01-24,2025-05-04,4,473.01,0,0
c33bc7f4-1b6c-4928-ae99-e507fa5d7915,45,Male,2023-04-22,2025-02-06,6,407.97,1,0
a135dc2c-6a91-435b-b06f-69dcdb267a1c,19,Male,2023-09-18,2025-04-20,4,487.07,1,0
69562ec0-b357-42c9-9c07-8ffd720248b4,59,Female,2025-02-28,2025-04-12,6,431.55,0,0
a7562394-75ae-4f4a-a3b7-90573cc5da3f,62,Male,2025-07-25,2025-06-19,9,162.01,1,0
9067d098-79ee-4beb-8eca-bbc61a328d70,23,Female,2024-11-14,2025-06-13,3,97.78,1,0
b1fa2009-6fc1-4ff6-a049-15ae4d5ca21b,45,Female,2024-08-22,2024-09-01,3,113.17,1,0
5ef4742a-08a7-4d75-bf53-d38bda523ede,45,Female,2023-07-28,2025-03-13,8,116.28,0,0
5cd898f0-1bb4-4534-9b17-b712776ad664,61,Male,2022-12-20,2025-03-29,6,47.11,1,0
8be9dbb7-9326-48e3-a121-ce4d2434f6c1,61,Male,2023-02-06,2025-05-16,1,454.33,1,0
33c9412d-b6b8-4092-a030-360e633bc639,37,Female,2023-03-29,2024-10-04,7,256.25,1,0
cadbc2f5-2e7e-4f5a-905b-ac559fb0aa3a,47,Female,2024-06-30,2025-04-13,5,59.62,1,0
7fe97b67-3980-42d0-8678-96b29cff852a,28,Male,2023-08-21,2025-03-03,7,383.69,1,1
3fd99fa1-a1b4-419c-8ea1-420c46c6955d,45,Female,2023-08-29,2025-06-01,5,169.56,0,0
03724aa4-357a-48f7-a5d1-ca1b2a369d09,42,Female,2024-03-30,2024-11-02,2,44.81,0,0
c273ac5a-8b2e-4000-a7a5-90a437703e44,56,Male,2022-11-13,2024-12-09,6,102.98,0,0
35af1c91-68cf-447f-9e1f-7b042f0ac424,50,Female,2025-04-02,2024-08-10,7,332.2,0,0
4a44d945-2584-4855-90f4-fe60e67ed60c,18,Male,2024-10-28,2025-04-04,5,399.06,0,1
edc25156-5106-48f1-b61c-ee3fb1303e85,44,Male,2022-09-24,2025-02-28,6,134.3,1,0
5bc7ad3a-a89d-4529-9ef3-a38d4dd1bcda,69,Female,2025-06-13,2025-07-26,5,292.76,1,1
fd152259-2da7-484c-9509-5c218864d299,30,Male,2025-07-06,2025-02-14,6,10.43,0,0
76d76cd4-75de-4c08-a447-4028814da724,58,Male,2025-05-28,2025-06-23,3,146.41,1,0
37bd59fb-f13b-4f9d-977e-cd28aff33576,20,Male,2023-02-16,2025-07-16,4,99.0,1,0
0f476280-1e2a-4ba9-b68b-fe664deee4c9,56,Female,2023-04-18,2024-11-26,5,47.51,0,0
2c2ae5fa-c494-4e3f-b580-8d5f7addee67,23,Female,2024-07-11,2025-08-01,8,247.11,1,0
9d8933f5-5c80-4b09-8c9f-3eaa008cb35a,25,Female,2023-11-24,2024-11-10,10,319.2,1,0
4f3e9587-8abc-4b21-8656-b3dc94d2bfd0,44,Male,2023-07-06,2025-04-11,5,32.72,0,0
03c15790-acc6-4010-9426-24d432d9a0e4,26,Male,2025-04-21,2024-10-04,3,77.57,0,0
dd772934-deef-4534-85cf-c38ef67b9d25,54,Female,2024-08-07,2025-07-31,7,466.82,1,0
cb4895c1-c1a9-4757-9a63-45ae2754ed5f,50,Female,2023-02-06,2024-11-29,2,119.33,0,0
76abef5c-6aa1-400d-a623-fd7b94801a15,68,Male,2024-05-07,2025-06-06,6,382.39,1,0
3a6c8b5a-5766-41e0-94fa-dd270307c40b,59,Female,2025-01-07,2025-07-07,6,376.39,1,0
edad6b3b-2d3d-4544-9180-89e56f5c5908,61,Female,2024-09-24,2024-09-19,6,167.58,0,0
8f509726-0332-427c-914d-177319146bac,41,Female,2025-03-12,2025-01-04,5,110.02,0,0
ed104124-277a-4e78-a7ac-548d56e72bf0,32,Female,2024-03-29,2025-05-19,0,129.54,0,0
ade7e437-3045-43ba-8810-4c59374269b8,49,Female,2024-04-22,2025-02-03,6,287.29,0,0
c89c18e2-7edf-4cad-9003-62789cc170b1,49,Male,2023-08-31,2025-02-26,4,196.77,1,0
c006250e-2568-4d56-b57f-a6d2e221e51d,41,Female,2023-03-19,2024-09-15,6,252.83,0,0
b54627c5-acd0-47bc-95cd-b2d2f5aa80e8,58,Female,2025-03-01,2024-12-29,3,407.69,0,1
65ca16d3-acef-4511-a7f0-3e3aa6f2b126,69,Male,2023-11-24,2024-12-19,6,256.13,1,0
b4d73bf6-0c57-4d3e-8194-4030e7529758,66,Male,2025-04-10,2024-10-18,3,497.66,0,0
6072b87d-f168-4db6-b782-11204a1ded5e,66,Male,2025-02-16,2024-11-30,5,336.26,1,1
e2b0b5dc-1b45-45d9-9ea0-46197b521970,69,Male,2025-07-15,2025-06-29,2,111.55,1,0
2dc0e630-8ec0-4521-b6cd-9786d0aad1d7,29,Female,2025-02-22,2024-09-23,4,254.76,1,0
4d070fc6-a213-4014-a17b-1e34504eecab,56,Female,2024-04-21,2025-05-07,7,408.57,1,1
06afe5a5-915c-4518-a6e8-8a9ccaf50e99,19,Female,2024-01-09,2025-03-11,6,116.97,1,0
87639cca-52be-4b97-9d22-475a297f716a,20,Female,2025-05-16,2025-02-22,7,367.42,1,0
8fd64d43-cb1d-4190-8afc-7b0331bf0862,66,Male,2025-02-27,2024-10-05,6,26.39,0,1
eddac8b0-6bd2-40e2-add7-0aec888b9eea,54,Male,2024-03-20,2025-05-30,2,471.89,0,0
394cd636-0f67-4112-9329-088c13b0c185,66,Female,2025-07-03,2025-05-20,0,335.05,1,0
ca4dc593-9acd-498e-8f52-50c839c57adb,34,Female,2024-01-27,2024-10-09,4,89.66,0,0
93787349-2ca0-4a95-9348-57fdbd8c6dcc,66,Female,2024-03-02,2024-08-21,5,438.4,0,0
2b8e1187-da1a-448b-afec-e8724df0269e,19,Female,2022-10-11,2025-04-08,2,50.09,0,0
34716a8f-754e-493f-a491-3b857ec1399b,19,Male,2023-01-21,2024-09-19,3,208.91,1,0
3ed165a5-769a-4a0a-8d43-e1a62cda3b87,45,Female,2024-02-07,2025-02-05,6,371.11,0,1
ca384b18-a0fe-4feb-b5e9-4b2f8734be74,40,Male,2024-09-10,2024-08-12,9,469.33,0,0
66a9967f-5aea-46d8-a500-cda0bf181278,54,Male,2025-05-30,2025-04-27,6,180.92,1,0
f1c55a16-bddc-4c48-b810-7a29ed833477,49,Male,2023-10-01,2024-10-25,4,416.95,0,0
d6bbf90e-6077-4a0b-8141-b5c298b27c25,50,Male,2024-06-04,2024-09-07,2,106.41,0,0
96446844-22f2-45e3-bd60-e31f5ccfd467,18,Female,2023-04-18,2025-01-17,6,27.2,1,0
033120b3-e76b-4890-a97f-850af61c1af5,36,Female,2022-08-15,2025-01-17,7,24.09,0,0
17413f66-666a-4bb7-87ca-7199fc180467,19,Female,2025-07-25,2025-03-15,2,332.5,1,0
8283fe32-817f-46af-a751-8eb6eb98cc00,61,Female,2023-01-03,2025-01-27,6,85.56,1,1
7d4c8b88-0c94-459b-b289-1068b357b9bc,43,Male,2023-10-25,2024-12-02,8,34.66,1,0
a1e82746-55e3-4529-b329-d6bafc8e4f59,49,Male,2022-09-29,2025-01-17,4,488.61,1,1
d42c0a99-7fa3-4b02-8241-a23f24322953,23,Male,2025-07-16,2024-09-03,6,128.59,0,0
4a4be4a9-3010-41ec-95a3-a3b0bc29ca2b,49,Female,2023-12-31,2025-03-18,6,236.65,0,0
a39130aa-211f-49d7-becb-4224d9e7031f,21,Male,2023-04-09,2025-05-22,1,310.41,1,0
c609e403-e6e1-444b-a413-c7951a317408,28,Male,2024-05-06,2025-07-15,7,80.78,1,0
b161fe9c-2cfe-4a3d-8797-8b37024ed515,34,Male,2023-03-29,2025-02-06,6,185.01,0,0
